成交编号,城市,区域,楼盘名称,户型,套内面积(㎡),建筑面积(㎡),建筑年代,朝向,楼层信息,装修情况,物业类型,产权年限,成交总价(万元),挂牌总价(万元),成交单价(元/㎡),带看次数,调价次数,成交周期(天)
HZ024006,杭州,余杭区,万科小区77号,2室1厅,99.97,119.0,2009.0,南,中楼层,豪装,公寓,70,285.25,292.6,28534.0,24,0.0,55.0
HZ024007,杭州,建德市,华润小区94号,5室2厅,39.57,47.09,1996.0,北,中楼层,豪装,洋房,40,43.59,44.41,11016.0,35,5.0,145.0
HZ024008,杭州,临安区,华润小区69号,3室2厅,144.75,163.85,1997.0,西,高楼层,简装,洋房,70,215.0,231.8,14853.0,31,,53.0
HZ024009,杭州,上城区,金地小区91号,3室2厅,108.57,129.92,1997.0,西,高楼层,豪装,公寓,70,611.55,639.37,56328.0,10,0.0,69.0
HZ024010,杭州,桐庐县,万科小区64号,5室2厅,171.24,205.43,2012.0,东,高楼层,毛坯,别墅,70,205.53,216.47,12002.0,20,2.0,12.0
HZ024011,杭州,萧山区,华润小区91号,4室2厅,134.99,164.43,2004.0,东,低楼层,豪装,住宅,70,429.08,445.23,31786.0,39,0.0,165.0
HZ024012,杭州,富阳区,华润小区42号,3室2厅,141.42,170.13,2021.0,,中楼层,精装,住宅,70,243.71,247.12,17233.0,38,7.0,97.0
HZ024013,杭州,桐庐县,华润小区71号,1室1厅,153.23,181.46,2006.0,西南,高楼层,毛坯,洋房,40,185.71,195.21,12120.0,25,5.0,101.0
HZ024014,杭州,富阳区,绿城小区16号,5室2厅,98.42,115.32,2002.0,东南,顶楼,豪装,公寓,40,176.35,187.08,17918.0,33,0.0,166.0
HZ024015,杭州,建德市,万科小区20号,2室1厅,157.22,182.32,2016.0,东南,低楼层,简装,住宅,40,162.02,168.99,10305.0,13,3.0,100.0
HZ024016,杭州,淳安县,万科小区47号,2室1厅,40.0,49.94,2016.0,南北通透,顶楼,毛坯,别墅,70,54.92,59.09,13730.0,6,3.0,119.0
HZ024017,杭州,滨江区,万科小区80号,5室2厅,152.95,172.02,2006.0,南,高楼层,简装,住宅,40,683.44,722.76,44684.0,8,7.0,121.0
HZ024018,杭州,临平区,绿城小区75号,2室2厅,132.54,162.86,2012.0,西南,顶楼,毛坯,公寓,40,283.64,295.58,21400.0,35,1.0,12.0
HZ024019,杭州,桐庐县,保利小区41号,2室1厅,121.53,143.21,2021.0,南北通透,顶楼,毛坯,公寓,40,139.13,141.09,11448.0,26,3.0,32.0
HZ024020,杭州,临平区,华润小区81号,1室1厅,,101.27,2023.0,南,中楼层,简装,住宅,40,183.35,192.39,22286.0,2,5.0,26.0
HZ024021,杭州,滨江区,绿城小区60号,2室1厅,50.03,56.7,2019.0,南,高楼层,简装,公寓,70,223.14,227.83,44601.0,0,4.0,12.0
HZ024022,杭州,萧山区,万科小区20号,5室2厅,134.26,167.52,2006.0,南,中楼层,精装,别墅,40,430.5,449.95,32065.0,25,7.0,61.0
HZ024023,杭州,桐庐县,金地小区67号,2室1厅,106.52,123.41,2011.0,东,中楼层,精装,洋房,70,126.78,,11902.0,6,3.0,132.0
HZ024024,杭州,富阳区,华润小区70号,2室2厅,66.42,77.68,2008.0,,高楼层,豪装,洋房,40,125.02,132.13,18823.0,38,2.0,
HZ024025,杭州,临平区,金地小区54号,2室1厅,38.85,48.16,2024.0,西,低楼层,简装,洋房,70,85.64,89.06,22044.0,22,5.0,88.0
HZ024026,杭州,临平区,绿城小区34号,1室1厅,117.12,142.94,1993.0,南,中楼层,简装,洋房,70,251.08,261.17,21438.0,10,2.0,25.0
HZ024027,杭州,临安区,保利小区28号,3室2厅,51.95,64.16,2021.0,西南,顶楼,简装,洋房,40,73.08,74.24,14067.0,29,4.0,88.0
HZ024028,杭州,临平区,绿城小区51号,3室2厅,178.85,220.33,2001.0,南,高楼层,精装,住宅,70,398.89,430.31,22303.0,19,5.0,63.0
HZ024029,杭州,富阳区,绿城小区85号,2室1厅,55.8,66.2,2013.0,东南,中楼层,精装,洋房,40,97.11,101.63,17403.0,26,,87.0
HZ024030,杭州,萧山区,绿城小区88号,5室2厅,37.06,41.8,2013.0,南,低楼层,简装,洋房,40,122.28,123.82,32995.0,5,3.0,50.0
HZ024031,杭州,余杭区,绿城小区27号,3室2厅,73.4,86.83,1990.0,西南,低楼层,豪装,别墅,70,206.05,221.87,28072.0,1,6.0,99.0
HZ024032,杭州,西湖区,保利小区26号,4室2厅,59.64,74.52,2000.0,,中楼层,豪装,洋房,40,315.29,340.32,52866.0,39,5.0,56.0
HZ024033,杭州,上城区,保利小区73号,4室2厅,157.02,187.94,2003.0,北,顶楼,简装,住宅,40,887.7,940.87,56534.0,20,4.0,
HZ024034,杭州,桐庐县,华润小区67号,1室1厅,77.72,96.81,1993.0,,高楼层,简装,别墅,40,88.86,91.05,11433.0,2,2.0,150.0
HZ024035,杭州,淳安县,绿城小区68号,2室1厅,70.75,86.41,1996.0,南,中楼层,毛坯,公寓,40,84.62,88.84,11960.0,29,7.0,105.0
HZ024036,杭州,拱墅区,华润小区42号,3室2厅,189.18,234.56,2018.0,北,高楼层,简装,公寓,40,902.16,916.04,47688.0,27,,81.0
HZ024037,杭州,钱塘区,保利小区67号,3室2厅,55.71,61.67,2012.0,东,高楼层,精装,住宅,40,116.56,123.89,20923.0,25,6.0,24.0
HZ024038,杭州,建德市,保利小区16号,1室1厅,45.43,54.97,2006.0,南,中楼层,毛坯,别墅,40,42.66,44.61,9390.0,8,,18.0
HZ024039,杭州,上城区,绿城小区23号,4室2厅,80.29,93.3,1998.0,东南,中楼层,豪装,别墅,40,436.7,464.87,54390.0,14,,
HZ024040,杭州,临安区,金地小区77号,2室1厅,96.0,115.05,1990.0,南,低楼层,简装,别墅,40,156.26,167.71,16277.0,7,0.0,113.0
HZ024041,杭州,临平区,保利小区33号,4室2厅,152.15,180.14,2020.0,东南,顶楼,简装,别墅,70,334.08,,21957.0,12,0.0,22.0
HZ024042,杭州,萧山区,万科小区22号,1室1厅,182.96,215.29,2011.0,西南,中楼层,精装,公寓,70,589.95,602.43,32245.0,12,5.0,124.0
HZ024043,杭州,建德市,保利小区77号,2室1厅,152.66,183.74,1992.0,东南,低楼层,毛坯,洋房,40,151.16,156.78,9902.0,10,3.0,6.0
HZ024044,杭州,余杭区,保利小区65号,1室1厅,146.81,182.29,2019.0,南北通透,中楼层,豪装,洋房,40,416.25,434.78,28353.0,0,,178.0
HZ024045,杭州,钱塘区,万科小区39号,1室1厅,188.65,224.06,1997.0,西,顶楼,精装,公寓,70,372.88,376.9,19766.0,34,5.0,52.0
HZ024046,杭州,滨江区,华润小区34号,3室2厅,152.93,182.91,2005.0,东,高楼层,毛坯,别墅,70,685.38,709.55,44817.0,38,1.0,53.0
HZ024047,杭州,余杭区,金地小区39号,4室2厅,54.05,60.78,1999.0,西,中楼层,豪装,住宅,40,154.98,166.12,28673.0,37,6.0,30.0
HZ024048,杭州,桐庐县,金地小区60号,1室1厅,104.92,123.63,2007.0,东,低楼层,毛坯,别墅,40,125.26,134.55,11939.0,15,5.0,58.0
HZ024049,杭州,西湖区,金地小区72号,5室2厅,111.55,137.68,2005.0,北,低楼层,精装,别墅,70,574.36,595.07,51489.0,11,5.0,
HZ024050,杭州,临平区,金地小区74号,1室1厅,80.16,92.81,1994.0,东南,低楼层,毛坯,别墅,40,178.96,190.01,22325.0,32,6.0,80.0
HZ024051,杭州,拱墅区,保利小区32号,5室2厅,57.96,64.93,1993.0,西,顶楼,豪装,别墅,40,280.33,290.84,48366.0,10,3.0,143.0
HZ024052,杭州,淳安县,万科小区95号,2室1厅,144.46,159.01,1999.0,西,顶楼,毛坯,洋房,40,157.97,169.3,10935.0,36,5.0,171.0
HZ024053,杭州,钱塘区,保利小区69号,2室1厅,75.84,87.56,2024.0,西,低楼层,简装,住宅,70,147.81,149.66,19490.0,5,0.0,105.0
HZ024054,杭州,建德市,保利小区98号,4室2厅,130.7,162.52,2014.0,南,顶楼,简装,公寓,40,130.08,133.97,9953.0,10,0.0,79.0
HZ024055,杭州,临平区,金地小区81号,4室2厅,82.97,101.99,2001.0,,中楼层,毛坯,住宅,40,187.49,192.65,22597.0,17,1.0,40.0
HZ024056,杭州,淳安县,绿城小区57号,5室2厅,111.99,139.42,1997.0,南,低楼层,简装,住宅,70,121.08,123.77,10812.0,14,,43.0
HZ024057,杭州,淳安县,金地小区86号,4室2厅,,94.95,2023.0,西,中楼层,豪装,住宅,70,84.01,88.63,9855.0,39,6.0,38.0
HZ024058,杭州,钱塘区,保利小区67号,5室2厅,97.06,109.84,1990.0,西,低楼层,精装,住宅,40,193.01,204.94,19886.0,19,3.0,94.0
HZ024059,杭州,拱墅区,华润小区17号,5室2厅,147.67,174.1,2006.0,西,低楼层,豪装,住宅,70,708.54,760.34,47981.0,24,6.0,21.0
HZ024060,杭州,西湖区,华润小区83号,3室2厅,,211.72,2006.0,南,低楼层,精装,公寓,40,893.66,937.07,52066.0,15,3.0,52.0
HZ024061,杭州,淳安县,绿城小区97号,3室2厅,112.38,128.48,1993.0,东,低楼层,豪装,别墅,70,124.61,129.96,11088.0,26,3.0,76.0
HZ024062,杭州,滨江区,金地小区32号,1室1厅,128.42,146.76,1997.0,东,中楼层,毛坯,别墅,70,581.76,619.51,45301.0,22,0.0,127.0
HZ024063,杭州,淳安县,金地小区53号,2室1厅,168.58,207.09,1999.0,西南,顶楼,,住宅,70,184.72,194.99,10957.0,3,5.0,171.0
HZ024064,杭州,富阳区,绿城小区26号,3室2厅,54.63,60.82,2014.0,西,中楼层,精装,洋房,40,97.38,99.42,17825.0,29,4.0,108.0
HZ024065,杭州,淳安县,万科小区29号,2室2厅,57.63,70.68,2015.0,西南,高楼层,毛坯,洋房,70,64.93,69.35,11267.0,38,3.0,172.0
HZ024066,杭州,淳安县,保利小区49号,4室2厅,88.76,105.59,2005.0,西南,高楼层,简装,洋房,70,87.39,90.66,9846.0,15,4.0,173.0
HZ024067,杭州,萧山区,华润小区20号,2室1厅,80.83,89.45,2001.0,西南,中楼层,精装,公寓,70,256.12,263.27,31686.0,27,2.0,155.0
HZ024068,杭州,余杭区,华润小区95号,5室2厅,187.85,230.8,2024.0,,低楼层,简装,住宅,70,523.52,541.86,27869.0,30,2.0,80.0
HZ024069,杭州,上城区,华润小区85号,1室1厅,121.13,142.6,2001.0,西南,高楼层,精装,洋房,40,677.05,723.93,55894.0,24,5.0,43.0
HZ024070,杭州,滨江区,保利小区62号,2室1厅,114.78,128.31,2024.0,西南,顶楼,毛坯,公寓,70,509.58,536.29,44396.0,22,,153.0
HZ024071,杭州,滨江区,华润小区92号,2室1厅,123.44,150.34,1994.0,北,顶楼,简装,住宅,40,556.14,566.58,45053.0,17,1.0,129.0
HZ024072,杭州,临安区,华润小区77号,1室1厅,170.27,200.14,2006.0,南北通透,顶楼,豪装,洋房,40,253.75,261.8,14903.0,23,4.0,159.0
HZ024073,杭州,钱塘区,万科小区76号,3室2厅,70.48,82.57,2015.0,西,顶楼,豪装,洋房,70,132.24,135.68,18763.0,4,3.0,99.0
HZ024074,杭州,钱塘区,金地小区76号,2室2厅,112.73,125.69,2016.0,东南,低楼层,毛坯,别墅,70,222.12,,19704.0,26,3.0,59.0
HZ024075,杭州,临安区,华润小区37号,5室2厅,74.81,84.83,1998.0,东南,低楼层,精装,洋房,70,112.58,116.2,15049.0,23,0.0,93.0
HZ024076,杭州,余杭区,华润小区20号,3室2厅,155.33,175.3,1993.0,北,中楼层,精装,住宅,40,441.51,,28424.0,19,5.0,49.0
HZ024077,杭州,钱塘区,绿城小区83号,5室2厅,154.78,187.38,2015.0,北,高楼层,简装,别墅,70,318.69,333.71,20590.0,29,4.0,174.0
HZ024078,杭州,富阳区,保利小区89号,4室2厅,183.27,215.17,2023.0,南,中楼层,豪装,住宅,70,329.12,334.05,17958.0,35,6.0,142.0
HZ024079,杭州,萧山区,保利小区91号,5室2厅,102.6,117.42,,西南,中楼层,精装,洋房,40,335.16,354.96,32667.0,28,3.0,74.0
HZ024080,杭州,上城区,保利小区84号,2室2厅,57.07,67.72,2020.0,南北通透,高楼层,毛坯,洋房,70,325.57,,57047.0,33,2.0,173.0
HZ024081,杭州,上城区,绿城小区18号,2室2厅,173.63,195.12,2004.0,,高楼层,简装,公寓,70,975.61,1039.02,56189.0,27,5.0,26.0
HZ024082,杭州,拱墅区,万科小区81号,3室2厅,172.72,194.08,2005.0,西,低楼层,毛坯,住宅,40,823.95,873.16,47704.0,12,7.0,55.0
HZ024083,杭州,拱墅区,保利小区66号,3室2厅,69.08,80.44,2020.0,西南,高楼层,豪装,洋房,70,335.35,347.66,48545.0,21,,171.0
HZ024084,杭州,萧山区,绿城小区39号,4室2厅,75.65,91.89,2022.0,西,中楼层,简装,住宅,40,238.09,254.38,31473.0,31,4.0,
HZ024085,杭州,临平区,保利小区90号,4室2厅,81.52,91.66,2021.0,北,中楼层,精装,洋房,70,184.41,192.5,22621.0,15,,29.0
HZ024086,杭州,临平区,万科小区21号,5室2厅,103.38,118.15,1999.0,北,低楼层,豪装,别墅,70,226.27,234.26,21887.0,36,4.0,148.0
HZ024087,杭州,滨江区,金地小区45号,2室1厅,162.99,188.12,2018.0,东南,顶楼,精装,公寓,70,732.6,,44948.0,10,5.0,
HZ024088,杭州,建德市,华润小区37号,1室1厅,54.81,67.04,1991.0,北,顶楼,精装,洋房,70,58.44,60.76,10662.0,27,4.0,83.0
HZ024089,杭州,滨江区,华润小区72号,3室2厅,142.66,171.41,2013.0,东南,中楼层,精装,洋房,70,651.61,679.8,45676.0,35,,172.0
HZ024090,杭州,桐庐县,金地小区64号,5室2厅,87.74,105.73,2013.0,南北通透,顶楼,豪装,公寓,70,108.07,111.63,12317.0,6,6.0,98.0
HZ024091,杭州,临安区,绿城小区61号,1室1厅,62.91,70.94,1998.0,东南,低楼层,简装,别墅,40,105.57,106.97,16781.0,9,2.0,36.0
HZ024092,杭州,西湖区,绿城小区74号,3室2厅,85.47,98.11,2022.0,西,低楼层,精装,公寓,70,439.34,471.3,51403.0,33,6.0,46.0
HZ024093,杭州,桐庐县,金地小区58号,2室2厅,,141.72,1994.0,南,中楼层,豪装,洋房,40,136.54,142.69,11744.0,26,,129.0
HZ024094,杭州,拱墅区,保利小区47号,5室2厅,177.58,221.0,2000.0,东,高楼层,豪装,洋房,40,851.03,870.15,47924.0,29,2.0,168.0
HZ024095,杭州,西湖区,金地小区89号,4室2厅,131.27,157.17,2000.0,南,顶楼,简装,公寓,70,679.53,714.28,51766.0,4,6.0,76.0
HZ024096,杭州,钱塘区,华润小区96号,2室2厅,127.92,143.38,2002.0,,高楼层,精装,别墅,70,260.9,277.17,20396.0,39,5.0,128.0
HZ024097,杭州,上城区,华润小区82号,3室2厅,49.18,60.0,2022.0,北,高楼层,豪装,公寓,70,272.07,282.14,55321.0,14,6.0,42.0
HZ024098,杭州,滨江区,万科小区71号,5室2厅,44.61,55.44,1993.0,东南,顶楼,,洋房,40,197.36,201.77,44241.0,0,7.0,27.0
HZ024099,杭州,临平区,金地小区90号,4室2厅,52.46,63.36,2024.0,西,顶楼,毛坯,洋房,40,107.0,109.33,20396.0,32,5.0,141.0
HZ024100,杭州,萧山区,绿城小区27号,2室1厅,47.1,57.24,1995.0,西,中楼层,精装,别墅,70,150.66,157.34,31987.0,19,,112.0
HZ024101,杭州,拱墅区,万科小区15号,4室2厅,,140.05,1991.0,南,顶楼,精装,别墅,40,597.5,638.17,48550.0,0,7.0,156.0
HZ024102,杭州,上城区,金地小区92号,4室2厅,103.51,121.38,1992.0,东,高楼层,简装,别墅,40,583.09,,56332.0,8,3.0,80.0
HZ024103,杭州,余杭区,万科小区12号,5室2厅,32.79,39.23,2001.0,,中楼层,简装,住宅,40,104.07,,31738.0,34,1.0,153.0
HZ024104,杭州,建德市,万科小区22号,3室2厅,87.47,97.53,1991.0,西,高楼层,毛坯,洋房,40,94.05,95.31,10752.0,12,,8.0
HZ024105,杭州,建德市,保利小区32号,1室1厅,52.12,60.76,2017.0,东南,低楼层,简装,公寓,40,58.95,63.36,11310.0,31,4.0,163.0
HZ024106,杭州,萧山区,金地小区62号,4室2厅,188.12,212.5,1994.0,南,中楼层,毛坯,别墅,40,613.53,646.2,32614.0,17,4.0,113.0
HZ024107,杭州,西湖区,华润小区86号,3室2厅,104.7,121.85,1998.0,北,顶楼,精装,住宅,70,548.28,583.19,52367.0,8,,170.0
HZ024108,杭州,桐庐县,万科小区60号,5室2厅,99.33,123.27,2011.0,北,中楼层,简装,住宅,70,112.16,120.59,11292.0,20,3.0,157.0
HZ024109,杭州,桐庐县,绿城小区50号,4室2厅,133.78,164.38,2001.0,东南,低楼层,精装,洋房,40,164.24,172.35,12277.0,27,6.0,102.0
HZ024110,杭州,桐庐县,万科小区51号,3室2厅,88.42,103.61,1992.0,东南,低楼层,豪装,别墅,40,109.24,112.58,12355.0,37,1.0,82.0
HZ024111,杭州,富阳区,华润小区51号,2室2厅,145.05,171.43,1994.0,东南,中楼层,豪装,别墅,70,260.01,268.89,17926.0,25,7.0,169.0
HZ024112,杭州,西湖区,金地小区53号,5室2厅,174.96,197.75,,南北通透,低楼层,毛坯,公寓,40,905.37,929.67,51747.0,1,7.0,
HZ024113,杭州,拱墅区,万科小区42号,3室2厅,110.83,125.19,2020.0,东,中楼层,豪装,别墅,40,535.97,556.36,48360.0,39,5.0,33.0
HZ024114,杭州,萧山区,金地小区15号,2室2厅,92.5,110.78,1992.0,南北通透,顶楼,简装,别墅,70,294.77,,31867.0,32,7.0,
HZ024115,杭州,富阳区,金地小区99号,2室2厅,114.46,132.19,2007.0,东南,顶楼,简装,住宅,40,203.88,216.75,17812.0,13,2.0,85.0
HZ024116,杭州,钱塘区,华润小区66号,1室1厅,127.36,156.74,2005.0,,顶楼,毛坯,住宅,40,267.29,270.89,20987.0,37,1.0,87.0
HZ024117,杭州,余杭区,万科小区90号,2室2厅,165.94,202.82,1991.0,西,低楼层,简装,洋房,70,472.7,,28486.0,36,1.0,121.0
HZ024118,杭州,西湖区,万科小区94号,3室2厅,94.33,115.57,2000.0,西南,顶楼,豪装,住宅,40,481.86,,51082.0,30,0.0,
HZ024119,杭州,余杭区,金地小区11号,1室1厅,40.13,46.4,2013.0,东,顶楼,简装,公寓,70,127.92,132.16,31876.0,5,7.0,157.0
HZ024120,杭州,萧山区,万科小区43号,1室1厅,131.66,161.84,2018.0,南,低楼层,豪装,公寓,70,423.05,428.42,32132.0,12,4.0,13.0
HZ024121,杭州,上城区,保利小区75号,1室1厅,187.93,216.21,1996.0,,中楼层,精装,住宅,40,1057.1,1133.79,56250.0,33,4.0,
HZ024122,杭州,萧山区,华润小区33号,2室2厅,166.97,200.17,2008.0,东,低楼层,精装,住宅,40,540.56,577.07,32375.0,9,2.0,72.0
HZ024123,杭州,临平区,保利小区30号,3室2厅,151.8,174.58,2006.0,西南,高楼层,毛坯,别墅,70,341.65,346.94,22507.0,11,5.0,
HZ024124,杭州,富阳区,绿城小区71号,4室2厅,59.89,73.26,1996.0,,顶楼,精装,洋房,40,113.41,122.24,18936.0,35,1.0,124.0
HZ024125,杭州,淳安县,保利小区98号,4室2厅,150.28,172.97,1992.0,北,中楼层,毛坯,住宅,40,161.33,169.92,10735.0,14,5.0,107.0
HZ024126,杭州,上城区,金地小区60号,1室1厅,44.87,55.58,2023.0,东,顶楼,毛坯,洋房,70,255.14,261.51,56862.0,32,4.0,72.0
HZ024127,杭州,西湖区,华润小区54号,2室1厅,110.04,134.71,2023.0,,顶楼,精装,住宅,40,578.78,603.39,52597.0,4,0.0,34.0
HZ024128,杭州,钱塘区,绿城小区89号,5室2厅,,108.86,2022.0,南,中楼层,,住宅,40,188.72,194.18,20830.0,30,5.0,125.0
HZ024129,杭州,余杭区,保利小区76号,5室2厅,175.04,196.07,2021.0,南,高楼层,毛坯,别墅,40,484.03,501.38,27653.0,34,0.0,57.0
HZ024130,杭州,建德市,绿城小区15号,4室2厅,57.25,69.59,2013.0,西,中楼层,简装,别墅,70,62.13,64.49,10852.0,11,2.0,108.0
HZ024131,杭州,萧山区,保利小区24号,3室2厅,156.64,190.34,2010.0,南,中楼层,豪装,住宅,70,506.86,519.16,32358.0,6,1.0,113.0
HZ024132,杭州,建德市,华润小区25号,1室1厅,39.66,48.79,2021.0,北,顶楼,简装,别墅,70,35.13,36.48,8858.0,30,7.0,157.0
HZ024133,杭州,临安区,金地小区69号,2室1厅,142.88,164.93,2016.0,南,低楼层,简装,洋房,70,218.43,226.36,15288.0,11,0.0,121.0
HZ024134,杭州,拱墅区,绿城小区52号,3室2厅,78.42,92.01,2011.0,西,中楼层,简装,住宅,40,375.23,380.96,47849.0,33,4.0,34.0
HZ024135,杭州,西湖区,万科小区33号,5室2厅,186.19,207.75,2003.0,北,顶楼,简装,洋房,40,964.66,1017.27,51811.0,8,2.0,142.0
HZ024136,杭州,淳安县,绿城小区42号,2室1厅,138.14,165.5,2003.0,南,高楼层,毛坯,别墅,70,146.78,158.15,10625.0,32,1.0,40.0
HZ024137,杭州,拱墅区,绿城小区40号,4室2厅,80.81,98.21,2000.0,东,低楼层,简装,住宅,40,386.41,411.32,47817.0,35,4.0,96.0
HZ024138,杭州,上城区,保利小区39号,2室1厅,69.21,81.94,2015.0,西,顶楼,精装,洋房,40,392.39,420.65,56696.0,7,5.0,19.0
HZ024139,杭州,临平区,华润小区69号,2室2厅,,156.0,2016.0,南北通透,中楼层,毛坯,公寓,70,278.39,281.2,20930.0,39,0.0,23.0
HZ024140,杭州,西湖区,保利小区96号,2室2厅,75.09,90.89,2009.0,南北通透,高楼层,,别墅,70,383.36,413.74,51053.0,27,2.0,113.0
HZ024141,杭州,临平区,华润小区97号,1室1厅,61.52,73.49,1992.0,南,中楼层,简装,洋房,40,132.46,139.87,21531.0,28,2.0,138.0
HZ024142,杭州,淳安县,华润小区73号,5室2厅,134.33,163.89,2019.0,南,高楼层,精装,洋房,70,154.91,164.4,11532.0,31,7.0,163.0
HZ024143,杭州,临平区,华润小区37号,2室2厅,146.44,167.27,2006.0,西,中楼层,豪装,公寓,70,321.75,326.43,21971.0,7,6.0,153.0
HZ024144,杭州,钱塘区,保利小区26号,2室1厅,69.61,84.0,2000.0,北,中楼层,毛坯,别墅,70,146.86,155.86,21098.0,36,1.0,144.0
HZ024145,杭州,上城区,华润小区52号,2室2厅,116.67,131.68,1995.0,北,高楼层,精装,洋房,70,650.87,664.39,55787.0,6,4.0,101.0
HZ024146,杭州,萧山区,金地小区71号,5室2厅,136.85,167.67,1990.0,南,中楼层,精装,别墅,70,428.71,447.67,31327.0,35,5.0,152.0
HZ024147,杭州,临安区,保利小区16号,1室1厅,180.82,219.31,2001.0,东南,顶楼,豪装,别墅,40,262.7,280.76,14528.0,33,5.0,117.0
HZ024148,杭州,富阳区,绿城小区95号,4室2厅,158.94,190.87,2021.0,东,高楼层,豪装,公寓,70,282.68,303.78,17785.0,35,5.0,84.0
HZ024149,杭州,淳安县,万科小区11号,1室1厅,98.49,112.73,2000.0,西南,高楼层,豪装,别墅,40,98.59,100.49,10010.0,38,6.0,121.0
HZ024150,杭州,桐庐县,保利小区92号,1室1厅,,188.5,1994.0,西南,中楼层,毛坯,别墅,40,199.1,209.31,12036.0,0,,173.0
HZ024151,杭州,临平区,金地小区66号,2室1厅,,125.48,1997.0,西,低楼层,毛坯,公寓,70,235.39,252.14,23125.0,8,5.0,46.0
HZ024152,杭州,上城区,金地小区21号,5室2厅,52.56,61.36,2008.0,南,高楼层,精装,公寓,40,286.35,,54481.0,15,1.0,133.0
HZ024153,杭州,钱塘区,保利小区10号,5室2厅,85.89,102.67,2011.0,西,高楼层,豪装,住宅,40,176.57,184.0,20558.0,4,3.0,108.0
HZ024154,杭州,西湖区,华润小区71号,2室1厅,159.15,175.95,2024.0,西南,中楼层,简装,公寓,70,836.34,875.18,52550.0,11,6.0,
HZ024155,杭州,建德市,万科小区90号,3室2厅,183.02,216.72,2022.0,南,中楼层,精装,住宅,40,180.63,192.82,9869.0,26,6.0,93.0
HZ024156,杭州,滨江区,绿城小区75号,5室2厅,187.41,210.67,2014.0,东南,高楼层,简装,别墅,40,841.71,852.7,44913.0,7,,167.0
HZ024157,杭州,滨江区,万科小区62号,2室2厅,132.98,156.84,2009.0,东南,低楼层,简装,住宅,70,590.79,,44427.0,15,2.0,135.0
HZ024158,杭州,临安区,万科小区94号,4室2厅,107.58,122.13,2009.0,南北通透,中楼层,简装,别墅,70,153.27,164.78,14247.0,9,,33.0
HZ024159,杭州,淳安县,金地小区86号,3室2厅,57.61,71.97,1993.0,南北通透,顶楼,豪装,公寓,40,64.53,67.66,11201.0,17,6.0,24.0
HZ024160,杭州,钱塘区,万科小区71号,2室1厅,48.2,55.98,1998.0,西,高楼层,简装,公寓,40,110.17,112.93,22857.0,15,2.0,161.0
HZ024161,杭州,上城区,保利小区60号,4室2厅,,135.97,2011.0,西,低楼层,精装,洋房,70,634.56,678.66,55702.0,13,3.0,22.0
HZ024162,杭州,钱塘区,华润小区62号,2室1厅,146.99,174.9,2001.0,东,顶楼,精装,公寓,40,297.76,309.68,20257.0,19,3.0,90.0
HZ024163,杭州,富阳区,金地小区73号,2室2厅,83.18,96.03,2008.0,,高楼层,精装,别墅,70,144.19,148.9,17335.0,5,,71.0
HZ024164,杭州,富阳区,保利小区70号,1室1厅,138.6,155.99,2017.0,西南,顶楼,豪装,洋房,70,245.64,251.68,17723.0,38,1.0,25.0
HZ024165,杭州,萧山区,绿城小区21号,4室2厅,122.19,146.99,2013.0,北,顶楼,豪装,别墅,70,384.75,390.0,31488.0,4,,49.0
HZ024166,杭州,滨江区,华润小区25号,4室2厅,180.64,200.13,2012.0,西南,高楼层,毛坯,公寓,70,808.47,845.49,44756.0,5,,50.0
HZ024167,杭州,滨江区,绿城小区47号,3室2厅,65.11,78.58,2021.0,东,高楼层,简装,别墅,40,293.69,,45107.0,39,0.0,57.0
HZ024168,杭州,富阳区,绿城小区57号,4室2厅,125.39,148.66,,南北通透,高楼层,豪装,公寓,40,215.52,221.03,17188.0,32,4.0,
HZ024169,杭州,钱塘区,华润小区64号,4室2厅,97.38,115.68,2008.0,南,中楼层,毛坯,洋房,40,193.97,201.09,19919.0,14,4.0,164.0
HZ024170,杭州,临安区,金地小区94号,2室1厅,,90.79,2012.0,西,中楼层,精装,别墅,40,97.31,100.28,13270.0,17,7.0,172.0
HZ024171,杭州,临安区,绿城小区16号,2室2厅,88.45,106.95,2010.0,南,低楼层,简装,别墅,70,129.79,,14674.0,36,7.0,44.0
HZ024172,杭州,淳安县,绿城小区29号,3室2厅,78.54,98.06,1992.0,北,低楼层,豪装,公寓,70,78.95,84.22,10052.0,13,4.0,58.0
HZ024173,杭州,临平区,保利小区35号,2室1厅,115.37,133.72,1991.0,南北通透,高楼层,精装,别墅,70,262.27,265.55,22733.0,37,5.0,
HZ024174,杭州,淳安县,华润小区83号,3室2厅,120.17,144.79,2003.0,东,高楼层,豪装,公寓,70,133.3,140.82,11093.0,34,2.0,9.0
HZ024175,杭州,西湖区,保利小区28号,3室2厅,168.76,189.0,2009.0,南,低楼层,豪装,住宅,40,876.34,926.11,51928.0,33,6.0,160.0
HZ024176,杭州,滨江区,保利小区51号,2室2厅,155.45,191.29,2011.0,东南,高楼层,简装,公寓,40,691.22,,44466.0,5,3.0,11.0
HZ024177,杭州,富阳区,金地小区67号,2室2厅,,95.97,2023.0,南北通透,低楼层,精装,洋房,40,143.4,145.63,17970.0,18,,151.0
HZ024178,杭州,建德市,华润小区72号,5室2厅,179.15,209.62,1997.0,西南,低楼层,毛坯,洋房,40,177.43,187.8,9904.0,14,2.0,66.0
